# This is the unprocessed dataset
X-axis,Y-axis,Cluster
2.6638976997170754,2.633353808261867,r
10.01178458042645,12.056418537190373,b
6.385222314644342,7.536739368204456,g
5.474200346385672,6.429645922606756,g
1.92164966582778,3.216758482368017,r
6.388266014163754,7.54441149353119,g
2.3276967150372316,2.4997070178101684,r
6.222561399809921,6.692607607857239,g
2.3571326613299703,2.9962545623005474,r
9.859140046175028,10.947844991249285,b
4.845617673619946,6.1196846491251895,g
1.8666584437036837,3.0753526534411932,r
2.652936800698032,2.7022035263383026,r
2.020324877749778,2.9132572684207263,r
9.658372505418416,11.356288765567772,b
10.732421040715742,10.90596031197575,b
4.534610095285353,6.619905595479202,g
9.019767969992571,11.323754462860506,b
1.8082906362416158,2.5111059650585457,r
2.0492188392517505,3.073659201815352,r
9.459521577820794,10.70842783735511,b
9.44100463124437,11.389108933297543,b
5.104485924775196,6.7032384843203445,g
9.822728946330276,11.054008767139335,b
1.4250982071340323,2.400154928040225,r
1.1452094282367922,2.6206238137748676,r
10.677214796720571,11.009030083304213,b
2.060667743264838,2.7775816371893494,r
2.3758673202114817,3.2692648944863683,r
1.3843447922104024,2.396805182744054,r
9.894817527003559,11.394931180726868,b
9.515908485816079,10.75364618536996,b
9.57619579833325,10.504310432413057,b
2.142758628625313,2.3807835291154746,r
2.0885818660834916,2.6215966631719976,r
1.8048812392495417,2.893744092410837,r
1.8912502422456363,3.063869324091678,r
2.2221226314883524,2.4650107509284127,r
9.636712602505698,9.861885958737602,b
8.272963074093202,11.136736202049834,b
9.945489056701335,10.905757384679568,b
9.786945366278147,11.143908222599793,b
2.2014299288486074,3.156871379681331,r
10.573162765316264,11.395337192997127,b
4.782686496910812,5.949452180871523,g
6.809264990429224,6.171705293813255,g
10.186838405528563,12.334801285912073,b
1.9855127753762554,3.2310302954253354,r
9.987364495775113,10.39274968668981,b
1.3258264465539833,2.711052516094869,r
5.060510062551412,7.114676251404978,g
6.740057548252914,7.159495079514912,g
5.911569063295025,6.733986479693959,g
5.565851550393055,7.907729393799361,g
9.460053175674219,10.008493009107951,b
9.998613771028227,10.958486970630068,b
2.3795976444719904,3.2722332724283056,r
9.215564769297826,10.531503575853305,b
9.872758059468742,11.037525005632041,b
4.279955712083632,7.175310762801598,g
2.1543194910281906,3.5246960509441596,r
5.151086885525572,7.294309126358953,g
6.381232098349399,6.128956887697448,g
9.302265821391563,10.880955302852868,b
5.048796112574153,7.209041683313211,g
1.8240883713851144,2.4987452571809285,r
1.4026193024923357,3.831880326161811,r
5.916909272191868,7.724572238906923,g
1.7988126948556311,2.690235553091729,r
2.28545647566493,2.725140916944904,r
10.11570974571369,10.909688684488694,b
9.60798404299249,11.516605862732609,b
2.107175166555691,2.506746210474781,r
7.357919055648676,6.896311741789194,g
2.5397639564677403,2.790562208432134,r
5.819110456995661,7.529473484330824,g
1.3985225599278754,3.3967140304198944,r
1.75518997025438,3.1798163993638577,r
10.948722173539533,10.851695843631104,b
2.3729130446604296,3.5329962922745604,r
6.322235360985791,9.176730619827612,g
2.225227850039846,2.4765187357358363,r
2.076975251111911,2.893498020992744,r
2.8305478305974834,2.02914315910275,r
1.5095295336816474,3.416454864311449,r
2.0290037373114695,2.926984099902469,r
2.0018699294354265,2.109638160002786,r
10.560232503782986,10.88780129602799,b
1.0248775437175546,2.3739402554532347,r
10.336185957932353,10.60879169507917,b
5.908768368199287,7.463453822795821,g
1.989188818706148,2.395388449919234,r
2.778780386072034,2.4537517800935786,r
1.7420045405783282,3.142898606784356,r
10.215286317341986,10.43772041729071,b
2.5859470025087132,3.4370285604659467,r
1.4202596513634644,3.060971428917058,r
5.864164787572904,8.466189326773504,g
10.228113371098338,11.068409586499024,b
5.624108248368097,6.9435237431699735,g
8.901839114353352,11.624600417045334,b
4.9386294296218525,6.805884413743896,g
1.9417011776960535,2.8584315837492804,r
5.7634722951828525,7.655289171603039,g
2.812925190023753,3.1318185777730405,r
1.4028058914590589,2.888012366354451,r
6.209746861078807,6.039262046665186,g
5.433376154034301,7.114080605130536,g
7.070477829203929,7.287728039973517,g
6.0906771566505045,7.115638609764145,g
5.926891118364137,7.33457896917509,g
9.94015354893912,11.53030815630024,b
10.21462952140897,11.155685380130492,b
1.7445978239231776,2.203903427186601,r
5.634926470767714,7.44105476172662,g
9.306781507782768,11.077065249154657,b
2.689000821923057,3.01667461917516,r
5.967158683171502,7.214229823440956,g
5.622550857920284,7.2186397284327235,g
6.743574552639285,6.1801706135201275,g
1.7274859676986765,2.6464210750940653,r
6.569199225208816,6.173642869840949,g
9.843250249954698,10.48499601920769,b
2.22498567428325,3.1034035444954453,r
10.408413243113992,10.770845767357322,b
2.5222571001349747,3.230197692844169,r
9.778660225358085,11.450211972687393,b
10.217955433245496,11.006440213851212,b
1.5360364634009918,3.357910084864345,r
10.258669719460237,10.859559473660209,b
6.1726099606858105,7.174517971615822,g
2.0052829823125866,3.376938095457411,r
1.3458417061339394,3.795507110144629,r
1.98507014014948,2.854863490475854,r
2.7883339335689614,2.693468034882561,r
5.367727900966605,7.622148190634301,g
1.7511462096644537,2.8754418460976563,r
9.6987981059028,11.354871484629967,b
5.202933111040574,6.245886128302183,g
2.505732836251582,3.153315231405946,r
2.8195876039630203,3.3834681273023004,r
2.0674114340341796,3.0355045506733793,r
2.088183993367346,3.022173489690155,r
1.1171593004213598,2.8930029015208434,r
2.217609048803675,2.7172210046019827,r
1.5766226733844548,3.6766745688386706,r
1.9955567562688254,3.0434020716528396,r
10.818251646761015,10.417080617236522,b
1.6625647870069606,3.8249232907079436,r
9.053739834756897,11.013543998822943,b
6.741635883156695,6.78281294657546,g
1.7828752136967199,3.22178779968262,r
2.614049742184438,3.2580554812206213,r
11.040076897812202,10.662267908748083,b
10.067523703101442,10.81656944499563,b
5.59706115240193,6.309785930944984,g
2.228886361492468,3.451864822000527,r
9.137044763311533,11.454805065553971,b
9.099725610406903,11.18198069863954,b
2.487766943735449,3.2918595305786567,r
1.8687027615568863,3.6098074123346997,r
5.550674361839791,6.567257340722411,g
2.4484858658608757,2.57185946584953,r
1.5838190009364514,3.139641453074556,r
1.73822404843096,2.8214654330506357,r
2.0363951522776165,3.3747739399085863,r
7.335145029383101,7.2148465063262455,g
2.254399874319323,2.315762238233877,r
